,Name,contract_expiration_date,market_value_in_eur,current_club_domestic_competition_id,date_of_birth
2680,Alejandro Pozo,2027-06-30 00:00:00,3000000.0,ES1,1999-02-22
2681,Iván Martín,2026-06-30 00:00:00,10000000.0,ES1,1999-02-14
2682,Neven Djurasek,2025-06-30 00:00:00,1000000.0,GR1,1998-08-15
2683,Davinson Sánchez,2027-06-30 00:00:00,16000000.0,TR1,1996-06-12
2684,Tobias Mölgaard,2028-06-30 00:00:00,800000.0,DK1,1996-07-22
2685,Oleg Kudryk,2025-06-30 00:00:00,150000.0,UKR1,1996-10-17
2686,Ponck,2026-06-30 00:00:00,700000.0,PO1,1995-01-13
2687,Igor Vekic,,300000.0,DK1,1998-05-06
2688,Umut Meraş,2024-06-30 00:00:00,600000.0,TR1,1995-12-20
2689,Kerim Alıcı,2025-06-30 00:00:00,300000.0,TR1,1997-06-24
2690,Cengiz Ünder,2027-06-30 00:00:00,16000000.0,TR1,1997-07-14
2691,Yannik Keitel,2024-06-30 00:00:00,4000000.0,L1,2000-02-15
2692,Georgios Giannoutsos,2024-06-30 00:00:00,150000.0,GR1,1998-07-16
2693,Kévin N'Doram,2024-06-30 00:00:00,1500000.0,FR1,1996-01-22
2694,Kylian Mbappé,2024-06-30 00:00:00,180000000.0,FR1,1998-12-20
2695,Guido Rodríguez,2024-06-30 00:00:00,24000000.0,ES1,1994-04-12
2696,Anders Dreyer,2027-06-30 00:00:00,10000000.0,BE1,1998-05-02
2697,Mattias Svanberg,2027-06-30 00:00:00,18000000.0,L1,1999-01-05
2698,Mykola Kovtalyuk,2025-12-31 00:00:00,275000.0,UKR1,1995-04-26
2699,Michel Vlap,2025-06-30 00:00:00,4000000.0,NL1,1997-06-02
2700,Enzo Ebosse,2027-06-30 00:00:00,2500000.0,IT1,1999-03-11
2701,Yassin Fortuné,2024-06-30 00:00:00,200000.0,UKR1,1999-01-30
2702,Jan-Niklas Beste,2025-06-30 00:00:00,12000000.0,L1,1999-01-04
2703,Utku Yuvakuran,2024-06-30 00:00:00,50000.0,TR1,1997-11-02
2704,Nicolas Pépé,2024-06-30 00:00:00,11000000.0,TR1,1995-05-29
2705,Ivan Kaliuzhnyi,2025-06-30 00:00:00,400000.0,UKR1,1998-01-21
2706,Sylla Sow,2024-06-30 00:00:00,650000.0,NL1,1996-08-08
2707,Sergiy Kosovskyi,2025-06-30 00:00:00,200000.0,UKR1,1998-05-19
2708,Cyle Larin,2028-06-30 00:00:00,5000000.0,ES1,1995-04-17
2709,Ben Godfrey,2025-06-30 00:00:00,8000000.0,GB1,1998-01-15
2710,Oleg Kozhushko,2025-06-30 00:00:00,900000.0,UKR1,1998-02-17
2711,Artem Dovbyk,2028-06-30 00:00:00,28000000.0,ES1,1997-06-21
2712,Petro Stasyuk,2024-06-30 00:00:00,400000.0,UKR1,1995-02-24
2713,Kirill Gotsuk,2025-06-30 00:00:00,1000000.0,RU1,1992-09-10
2714,Erhan Masovic,2026-06-30 00:00:00,8000000.0,L1,1998-11-22
2715,Petar Micin,2026-06-30 00:00:00,300000.0,UKR1,1998-09-29
2716,Ryan Leak,,300000.0,SC1,1998-02-28
2717,Anton Stach,2027-06-30 00:00:00,15000000.0,L1,1998-11-15
2718,Kelvin Amian,2028-06-30 00:00:00,2200000.0,FR1,1998-02-08
2719,Jamie McGrath,2025-05-31 00:00:00,700000.0,SC1,1996-09-30
2720,Bilal Boutobba,2026-06-30 00:00:00,2000000.0,FR1,1998-08-29
2721,Odsonne Edouard,2025-06-30 00:00:00,20000000.0,GB1,1998-01-16
2722,Bakhtiyor Zaynutdinov,2027-06-30 00:00:00,6000000.0,TR1,1998-04-02
2723,Matus Begala,2025-06-30 00:00:00,175000.0,GR1,2001-04-07
2724,Christopher Nkunku,2029-06-30 00:00:00,75000000.0,GB1,1997-11-14
2725,Jorge Fernandes,2025-06-30 00:00:00,1800000.0,PO1,1997-04-02
2726,Leonardo Ruiz,2024-06-30 00:00:00,400000.0,PO1,1996-04-18
2727,Ilija Vukotic,2025-06-30 00:00:00,350000.0,PO1,1999-01-07
2728,Bruno Costa,2024-06-30 00:00:00,1200000.0,PO1,1997-04-19
2729,Vitaliy Lisakovich,2024-06-30 00:00:00,800000.0,RU1,1998-02-08
2730,Tony Gallacher,2024-05-31 00:00:00,350000.0,SC1,1999-07-23
2731,Malang Sarr,2025-06-30 00:00:00,4000000.0,GB1,1999-01-23
2732,Dan-Axel Zagadou,2026-06-30 00:00:00,10000000.0,L1,1999-06-03
2733,Boubakary Soumaré,2024-06-30 00:00:00,14000000.0,ES1,1999-02-27
2734,Nabil Alioui,2026-06-30 00:00:00,4000000.0,TR1,1999-02-18
2735,Toni Domgjoni,2024-06-30 00:00:00,650000.0,NL1,1998-09-04
2736,Dayot Upamecano,2026-06-30 00:00:00,60000000.0,L1,1998-10-27
2737,Tahith Chong,,4500000.0,GB1,1999-12-04
2738,Jean-Kévin Duverne,2027-06-30 00:00:00,3500000.0,FR1,1997-07-12
2739,Simon Banza,2027-06-30 00:00:00,12000000.0,PO1,1996-08-13
2740,Matthieu Udol,2027-06-30 00:00:00,2500000.0,FR1,1996-03-20
2741,Davor Zdravkovski,2025-05-31 00:00:00,450000.0,SC1,1998-03-20
2742,Murilo de Souza,2024-06-30 00:00:00,900000.0,PO1,1994-10-31
2743,James McGarry,2026-05-31 00:00:00,300000.0,SC1,1998-04-09
2744,Kamil Piatkowski,2024-06-30 00:00:00,3000000.0,ES1,2000-06-21
2745,Sebastian Walukiewicz,,2500000.0,IT1,2000-04-05
2746,Andi Zeqiri,2026-06-30 00:00:00,4500000.0,BE1,1999-06-22
2747,Carlo Holse,2027-06-30 00:00:00,3000000.0,TR1,1999-06-02
2748,Luka Racic,,300000.0,GR1,1999-05-08
2749,Jens Odgaard,2024-06-30 00:00:00,4000000.0,IT1,1999-03-31
2750,Jeppe Okkels,2027-06-30 00:00:00,3000000.0,NL1,1999-07-27
2751,Marlos Moreno,2025-06-30 00:00:00,1000000.0,TR1,1996-09-20
2752,Andreas Poulsen,2024-06-30 00:00:00,400000.0,DK1,1999-10-13
2753,Oskar Snorre,2026-06-30 00:00:00,300000.0,DK1,1999-01-26
2754,Duckens Nazon,2026-06-30 00:00:00,1600000.0,TR1,1994-04-07
2755,Rubén Vargas,2025-06-30 00:00:00,6500000.0,L1,1998-08-05
2756,Mouctar Diakhaby,2027-06-30 00:00:00,6000000.0,ES1,1996-12-19
2757,Trevoh Chalobah,2028-06-30 00:00:00,18000000.0,GB1,1999-07-05
2758,Dujon Sterling,2027-05-31 00:00:00,2500000.0,SC1,1999-10-24
2759,Jaden Brown,2024-05-31 00:00:00,200000.0,SC1,1999-01-24
2760,Mason Mount,2028-06-30 00:00:00,45000000.0,GB1,1999-01-10
2761,Radoslaw Majecki,2025-06-30 00:00:00,2000000.0,FR1,1999-11-16
2762,Kamil Grabara,2026-06-30 00:00:00,11000000.0,DK1,1999-01-08
2763,Luca Ranieri,2026-06-30 00:00:00,5000000.0,IT1,1999-04-23
2764,Luca Pellegrini,2025-06-30 00:00:00,4000000.0,IT1,1999-03-07
2765,Sean Longstaff,2025-06-30 00:00:00,25000000.0,GB1,1997-10-30
2766,Christoph Klarer,2027-06-30 00:00:00,3000000.0,L1,2000-06-14
2767,Romano Schmid,,6500000.0,L1,2000-01-27
2768,Noah Okafor,2028-06-30 00:00:00,20000000.0,IT1,2000-05-24
2769,Dany Mota,2027-06-30 00:00:00,5000000.0,IT1,1998-05-02
2770,Florian Miguel,2025-06-30 00:00:00,1200000.0,BE1,1996-09-01
2771,Jerdy Schouten,2028-06-30 00:00:00,22000000.0,NL1,1997-01-12
2772,Luan Peres,2025-06-30 00:00:00,2500000.0,TR1,1994-07-19
2773,Nordi Mukiele,2027-06-30 00:00:00,12000000.0,FR1,1997-11-01
2774,Ronie Carrillo,2026-06-30 00:00:00,800000.0,PO1,1996-09-08
2775,Michael Akoto,2025-06-30 00:00:00,300000.0,DK1,1997-10-03
2776,Miguel Cardoso,2024-06-30 00:00:00,2800000.0,TR1,1994-06-19
2777,Georgios Xenitidis,2024-06-30 00:00:00,350000.0,GR1,1999-09-04
2778,Mason Holgate,2024-05-31 00:00:00,5000000.0,GB1,1996-10-22
2779,Leonardo Lopes,2024-06-30 00:00:00,2500000.0,BE1,1998-11-30
2780,Niclas Thiede,2027-06-30 00:00:00,350000.0,L1,1999-04-14
2781,Junya Ito,2026-06-30 00:00:00,10000000.0,FR1,1993-03-09
2782,Giovani Lo Celso,2025-06-30 00:00:00,16000000.0,GB1,1996-04-09
2783,Hugo Andersson,2025-06-30 00:00:00,500000.0,DK1,1999-01-01
2784,Alexander Isak,2028-06-30 00:00:00,70000000.0,GB1,1999-09-21
2785,Fabian Nürnberger,2026-06-30 00:00:00,2500000.0,L1,1999-07-28
2786,Nico Mantl,2024-06-30 00:00:00,800000.0,DK1,2000-02-06
2787,Pervis Estupiñán,2027-06-30 00:00:00,35000000.0,GB1,1998-01-21
2788,Abdulsamet Burak,2025-06-30 00:00:00,75000.0,TR1,1996-05-13
2789,Antonee Robinson,2028-06-30 00:00:00,20000000.0,GB1,1997-08-08
2790,Fabián Ruiz,2027-06-30 00:00:00,30000000.0,FR1,1996-04-03
2791,Joan Sastre,2026-06-30 00:00:00,1200000.0,GR1,1997-04-30
2792,Aleksandr Maksimenko,2025-06-30 00:00:00,2000000.0,RU1,1998-03-19
2793,Mikel Oyarzabal,2028-06-30 00:00:00,50000000.0,ES1,1997-04-21
2794,Koki Ogawa,2024-06-30 00:00:00,1500000.0,NL1,1997-08-08
2795,Kalvin Phillips,2024-06-30 00:00:00,28000000.0,GB1,1995-12-02
2796,Robin Le Normand,2026-06-30 00:00:00,40000000.0,ES1,1996-11-11
2797,Ismaël Bennacer,2027-06-30 00:00:00,35000000.0,IT1,1997-12-01
2798,Yoann Salmier,2025-06-30 00:00:00,2000000.0,FR1,1992-11-21
2799,Federico Baschirotto,2026-06-30 00:00:00,7000000.0,IT1,1996-09-20
2800,Miguel Carvalho,2024-06-30 00:00:00,100000.0,PO1,1996-06-20
2801,Lucas Perri,2028-06-30 00:00:00,8000000.0,FR1,1997-12-10
2802,Lucas Perrin,2025-06-30 00:00:00,3000000.0,FR1,1998-11-19
2803,Batuhan Şen,2024-06-30 00:00:00,550000.0,TR1,1999-02-03
2804,İlker Karakaş,2025-06-30 00:00:00,200000.0,TR1,1999-01-11
2805,Aylton Boa Morte,2024-06-30 00:00:00,1800000.0,TR1,1993-09-23
2806,Omar Alderete,2028-06-30 00:00:00,3000000.0,ES1,1996-12-26
2807,Jesús Medina,2026-06-30 00:00:00,5000000.0,RU1,1997-04-30
2808,Orest Kuzyk,2024-06-30 00:00:00,500000.0,UKR1,1995-05-17
2809,Marcus Coco,2025-06-30 00:00:00,1500000.0,FR1,1996-06-24
2810,Benjamin Pavard,2028-06-30 00:00:00,40000000.0,IT1,1996-03-28
2811,Samuel Moutoussamy,2024-06-30 00:00:00,4000000.0,FR1,1996-08-12
2812,Dominik Oroz,2024-06-30 00:00:00,500000.0,NL1,2000-10-29
2813,Sergiy Petko,2025-06-30 00:00:00,200000.0,UKR1,1994-01-23
2814,Robert Ljubicic,2029-06-30 00:00:00,3000000.0,GR1,1999-07-14
2815,David Akintola,2025-06-30 00:00:00,1600000.0,TR1,1996-01-13
2816,Ryoya Ogawa,2024-06-30 00:00:00,400000.0,BE1,1996-11-24
2817,Giulio Maggiore,2026-06-30 00:00:00,4500000.0,IT1,1998-03-12
2818,Robert Gumny,2025-06-30 00:00:00,3500000.0,L1,1998-06-04
2819,Hiroki Ito,2027-06-30 00:00:00,22000000.0,L1,1999-05-12
2820,Mert Müldür,2027-06-30 00:00:00,4000000.0,TR1,1999-04-03
2821,Lucas Tousart,,7000000.0,L1,1997-04-29
2822,Bahadır Öztürk,2026-06-30 00:00:00,275000.0,TR1,1995-10-01
2823,Jorge Carrascal,2027-06-30 00:00:00,6000000.0,RU1,1998-05-25
2824,Adil Demirbağ,2025-06-30 00:00:00,2000000.0,TR1,1997-12-10
2825,Ulaş Zengin,2024-06-30 00:00:00,75000.0,TR1,1997-06-25
2826,Rick van Drongelen,2026-06-30 00:00:00,750000.0,TR1,1998-12-20
2827,Frédéric Guilbert,2026-06-30 00:00:00,4000000.0,FR1,1994-12-24
2828,Frank Anguissa,2025-06-30 00:00:00,35000000.0,IT1,1995-11-16
2829,Rodrigo Bentancur,2026-06-30 00:00:00,35000000.0,GB1,1997-06-25
2830,Amir Murillo,2026-06-30 00:00:00,3000000.0,FR1,1996-02-11
2831,Levi García,2028-06-30 00:00:00,12000000.0,GR1,1997-11-20
2832,Shamar Nicholson,2024-06-30 00:00:00,4000000.0,FR1,1997-03-16
2833,Florian Sotoca,2026-06-30 00:00:00,3500000.0,FR1,1990-10-25
2834,Loren Morón,2025-06-30 00:00:00,2500000.0,GR1,1993-12-30
2835,Pepe Castaño,2026-06-30 00:00:00,700000.0,GR1,1998-12-10
2836,M'Bala Nzola,2027-06-30 00:00:00,10000000.0,IT1,1996-08-18
2837,José Machín,2026-06-30 00:00:00,1400000.0,IT1,1996-08-14
2838,Jordan,2024-06-30 00:00:00,6000000.0,L1,1996-04-26
2839,Dylan Saint-Louis,2025-06-30 00:00:00,1000000.0,PO1,1995-04-26
2840,Amadou Diawara,2025-06-30 00:00:00,1800000.0,BE1,1997-07-17
2841,Sergio Akieme,2028-06-30 00:00:00,8000000.0,FR1,1997-12-16
2842,Igor Zubeldia,2029-06-30 00:00:00,22000000.0,ES1,1997-03-30
2843,Sory Kaba,2027-06-30 00:00:00,1800000.0,ES1,1995-07-28
2844,Giannis Bouzoukis,2025-06-30 00:00:00,400000.0,GR1,1998-03-27
2845,Ko Itakura,2026-06-30 00:00:00,15000000.0,L1,1997-01-27
2846,Arnaut Danjuma,2024-06-30 00:00:00,17000000.0,GB1,1997-01-31
2847,Cristian Romero,2027-06-30 00:00:00,65000000.0,GB1,1998-04-27
2848,Jorge Sánchez,2024-06-30 00:00:00,5000000.0,PO1,1997-12-10
2849,Bryan Heynen,2026-06-30 00:00:00,11000000.0,BE1,1997-02-06
2850,Cristián Borja,2025-06-30 00:00:00,2000000.0,PO1,1993-02-18
2851,Daichi Kamada,2024-06-30 00:00:00,20000000.0,IT1,1996-08-05
2852,Alfonso Pedraza,2026-06-30 00:00:00,12000000.0,ES1,1996-04-09
2853,Tomoki Iwata,,1000000.0,SC1,1997-04-07
2854,Joe Wright,2024-05-31 00:00:00,325000.0,SC1,1995-02-26
2855,Jon Sporn,2026-12-31 00:00:00,600000.0,UKR1,1997-05-22
2856,Martin Erlic,2026-06-30 00:00:00,5000000.0,IT1,1998-01-24
2857,Faitout Maouassa,2024-06-30 00:00:00,5000000.0,ES1,1998-07-06
2858,Alban Lafont,2027-06-30 00:00:00,12000000.0,FR1,1999-01-23
2859,Ibrahima Konaté,2026-06-30 00:00:00,38000000.0,GB1,1999-05-25
2860,Diogo Dalot,2028-06-30 00:00:00,35000000.0,GB1,1999-03-18
2861,Paulo Estrela,2026-06-30 00:00:00,400000.0,PO1,1999-02-20
2862,Diogo Costa,2027-06-30 00:00:00,45000000.0,PO1,1999-09-19
2863,Diogo Leite,,15000000.0,L1,1999-01-23
2864,Rúben Vinagre,2024-06-30 00:00:00,2800000.0,IT1,1999-04-09
2865,Florentino,2027-06-30 00:00:00,20000000.0,PO1,1999-08-19
2866,Filipe Soares,2024-06-30 00:00:00,1500000.0,PO1,1999-05-20
2867,Rafael Leão,2028-06-30 00:00:00,90000000.0,IT1,1999-06-10
2868,Panagiotis Moraitis,,450000.0,GR1,1997-02-01
2869,Leandro Barreiro,2024-06-30 00:00:00,14000000.0,L1,2000-01-03
2870,Santiago Rosales,,450000.0,GR1,1995-03-22
2871,Dušan Vlahović,2026-06-30 00:00:00,60000000.0,IT1,2000-01-28
2872,Rodri,2027-06-30 00:00:00,110000000.0,GB1,1996-06-22
2873,Mark Travers,2027-06-30 00:00:00,3500000.0,GB1,1999-05-18
2874,Declan Rice,2028-06-30 00:00:00,110000000.0,GB1,1999-01-14
2875,Hrvoje Ilic,2026-06-30 00:00:00,500000.0,UKR1,1999-04-14
2876,Domagoj Bradaric,2026-06-30 00:00:00,6500000.0,IT1,1999-12-10
2877,Thomas Buitink,2025-06-30 00:00:00,650000.0,NL1,2000-06-14
2878,Pablo Fornals,2029-06-30 00:00:00,17000000.0,ES1,1996-02-22
2879,Justin Lonwijk,2024-06-30 00:00:00,800000.0,NL1,1999-12-21
2880,Raoul Bellanova,2027-06-30 00:00:00,7000000.0,IT1,2000-05-17
2881,Davide Bettella,2025-06-30 00:00:00,1200000.0,IT1,2000-04-07
2882,Gianluca Gaetano,2024-06-30 00:00:00,4500000.0,IT1,2000-05-05
2883,Shawn Adewoye,2024-06-30 00:00:00,1000000.0,NL1,2000-06-29
2884,Brandon Baiye,2025-06-30 00:00:00,700000.0,BE1,2000-12-27
2885,Cyril Ngonge,2028-06-30 00:00:00,6000000.0,IT1,2000-05-26
2886,Jan Kral,2025-06-30 00:00:00,600000.0,BE1,1999-04-05
2887,Chidozie Awaziem,2025-06-30 00:00:00,3000000.0,PO1,1997-01-01
2888,Eldor Shomurodov,2024-06-30 00:00:00,5000000.0,IT1,1995-06-29
2889,André Pereira,2024-06-30 00:00:00,350000.0,PO1,1995-05-05
2890,Joseph Aidoo,2026-06-30 00:00:00,4000000.0,ES1,1995-09-29
2891,Daniel Anyembe,2026-06-30 00:00:00,700000.0,DK1,1998-07-22
2892,Ritsu Doan,,18000000.0,L1,1998-06-16
2893,Nikola Radmanovac,2025-06-30 00:00:00,800000.0,RU1,1997-01-30
2894,Bright Osayi-Samuel,2025-06-30 00:00:00,8500000.0,TR1,1997-12-31
2895,Oleksandr Kucherenko,2024-06-30 00:00:00,200000.0,UKR1,1991-10-01
2896,Maryan Shved,2027-06-30 00:00:00,1000000.0,UKR1,1997-07-16
2897,George Cox,2025-06-30 00:00:00,800000.0,NL1,1998-01-14
2898,Dmytro Shastal,2024-06-30 00:00:00,300000.0,UKR1,1995-12-30
2899,Majeed Ashimeru,2025-06-30 00:00:00,2000000.0,BE1,1997-10-10
2900,Mingiyan Beveev,2024-06-30 00:00:00,800000.0,RU1,1995-11-30
2901,Teun Koopmeiners,2027-06-30 00:00:00,40000000.0,IT1,1998-02-28
2902,Ferdy Druijf,2024-06-30 00:00:00,1000000.0,NL1,1998-02-12
2903,Odysseus Velanas,2026-06-30 00:00:00,600000.0,NL1,1998-06-05
2904,Lucas Chaves,2025-12-31 00:00:00,3800000.0,GR1,1995-08-09
2905,Dániel Kovács,,250000.0,GR1,1994-01-16
2906,Bilal Bayazıt,2026-06-30 00:00:00,2800000.0,TR1,1999-04-08
2907,Mitchel Bakker,2027-06-30 00:00:00,8000000.0,IT1,2000-06-20
2908,Davy van den Berg,2025-06-30 00:00:00,950000.0,NL1,2000-02-04
2909,Jurgen Ekkelenkamp,2026-06-30 00:00:00,5000000.0,BE1,2000-04-05
2910,Ole Romeny,2026-06-30 00:00:00,900000.0,NL1,2000-06-20
2911,Peer Koopmeiners,2024-06-30 00:00:00,1200000.0,NL1,2000-05-04
2912,Jasper Schendelaar,2026-06-30 00:00:00,800000.0,NL1,2000-09-02
2913,Ian Smeulers,2024-06-30 00:00:00,250000.0,NL1,2000-01-12
2914,Sven Botman,2027-06-30 00:00:00,45000000.0,GB1,2000-01-12
2915,Sergiño Dest,2024-06-30 00:00:00,18000000.0,NL1,2000-11-03
2916,Evert Linthorst,2025-06-30 00:00:00,800000.0,NL1,2000-03-03
2917,Joey Jacobs,2024-06-30 00:00:00,450000.0,NL1,2000-04-10
2918,Kik Pierie,2025-06-30 00:00:00,900000.0,NL1,2000-07-20
2919,Rubén García,2025-06-30 00:00:00,200000.0,GR1,1998-10-23
2920,Rafa Mir,2027-06-30 00:00:00,5000000.0,ES1,1997-06-18
2921,Ozan Kabak,2026-06-30 00:00:00,13000000.0,L1,2000-03-25
2922,Kerem Atakan Kesgin,2024-06-30 00:00:00,1400000.0,TR1,2000-11-05
2923,Rafa Mujica,2025-06-30 00:00:00,2000000.0,PO1,1998-10-29
2924,David Mamutovic,2025-06-30 00:00:00,300000.0,L1,2000-12-05
2925,Nayef Aguerd,2027-06-30 00:00:00,38000000.0,GB1,1996-03-30
2926,Isi Palazón,2028-06-30 00:00:00,12000000.0,ES1,1994-12-27
2927,Gabriel Gudmundsson,2026-06-30 00:00:00,4000000.0,FR1,1999-04-29
2928,Greg Taylor,2025-06-30 00:00:00,7000000.0,SC1,1997-11-05
2929,Andrey Mostovoy,2027-06-30 00:00:00,3500000.0,RU1,1997-11-05
2930,Dmitriy Rybchinskiy,2024-06-30 00:00:00,1200000.0,RU1,1998-08-19
2931,Mateo Cassierra,2027-06-30 00:00:00,9000000.0,RU1,1997-04-13
2932,Arthur Melo,2024-06-30 00:00:00,15000000.0,IT1,1996-08-12
2933,Josip Juranovic,2027-06-30 00:00:00,10000000.0,L1,1995-08-16
2934,Gabriel Jesus,2027-06-30 00:00:00,70000000.0,GB1,1997-04-03
2935,James Penrice,2024-05-31 00:00:00,450000.0,SC1,1998-12-22
2936,Yevgeniy Shevchenko,2024-06-30 00:00:00,300000.0,UKR1,1995-12-02
2937,Carlos Eduardo,2026-06-30 00:00:00,1200000.0,TR1,1996-10-10
2938,Pietro Pellegri,2025-06-30 00:00:00,3500000.0,IT1,2001-03-17
2939,Moise Kean,2025-06-30 00:00:00,18000000.0,IT1,2000-02-28
2940,Pape Abou Cissé,2026-06-30 00:00:00,3000000.0,TR1,1995-09-14
2941,Alhassane Sylla,2024-06-30 00:00:00,100000.0,PO1,1995-08-24
2942,Godfried Frimpong,2025-06-30 00:00:00,600000.0,PO1,1999-04-21
2943,Jordan Teze,2025-06-30 00:00:00,14000000.0,NL1,1999-09-30
2944,Bernardo,2025-06-30 00:00:00,4000000.0,L1,1995-05-14
2945,Mory Konaté,2026-06-30 00:00:00,800000.0,BE1,1993-11-15
2946,Gabriel Osho,2024-06-30 00:00:00,1000000.0,GB1,1998-08-14
2947,Khadim Rassoul,2025-06-30 00:00:00,750000.0,TR1,1995-12-31
2948,José Manuel Arnáiz,2025-06-30 00:00:00,2500000.0,ES1,1995-04-15
2949,Falaye Sacko,2026-06-30 00:00:00,4000000.0,FR1,1995-05-01
2950,Adriano Bertaccini,2027-06-30 00:00:00,900000.0,BE1,2000-08-13
2951,Dan Ndoye,2027-06-30 00:00:00,10000000.0,IT1,2000-10-25
2952,Andriy Kukharuk,2024-06-30 00:00:00,300000.0,UKR1,1995-12-13
2953,Vyacheslav Grulev,2025-06-30 00:00:00,2000000.0,RU1,1999-03-23
2954,Valeriy Bondarenko,2024-06-30 00:00:00,600000.0,UKR1,1994-02-03
2955,Dmytro Topalov,2024-12-31 00:00:00,800000.0,UKR1,1998-03-12
2956,Alex Dobre,2025-06-30 00:00:00,1200000.0,PO1,1998-08-30
2957,Luka Gucek,2024-06-30 00:00:00,400000.0,UKR1,1999-01-29
2958,Matt Smith,2025-05-31 00:00:00,400000.0,SC1,1999-11-22
2959,Ablie Jallow,2025-06-30 00:00:00,2000000.0,FR1,1998-11-14
2960,Víctor Dávila,2027-06-30 00:00:00,5500000.0,RU1,1997-11-04
2961,Abdurrahim Dursun,2026-06-30 00:00:00,300000.0,TR1,1998-12-01
2962,Antonis Stergiakis,2025-06-30 00:00:00,300000.0,GR1,1999-03-16
2963,Rodrigo Pinho,2025-06-30 00:00:00,1000000.0,PO1,1991-05-30
2964,Denys Kostyshyn,2025-05-31 00:00:00,350000.0,UKR1,1997-08-31
2965,Vladyslav Dubinchak,2025-06-30 00:00:00,2500000.0,UKR1,1998-07-01
2966,Yahia Attiyat Allah,2026-06-30 00:00:00,2500000.0,RU1,1995-03-02
2967,Sergio Gómez,2026-06-30 00:00:00,10000000.0,GB1,2000-09-04
2968,Jailson,2025-06-30 00:00:00,1500000.0,ES1,1995-09-07
2969,Leo Østigård,,10000000.0,IT1,1999-11-28
2970,Luís Maximiano,2024-06-30 00:00:00,5000000.0,ES1,1999-01-05
2971,Thierry Correia,2026-06-30 00:00:00,8000000.0,ES1,1999-03-09
2972,Nuno Santos,2027-06-30 00:00:00,700000.0,PO1,1999-03-02
2973,Ignacio de Arruabarrena,2024-06-30 00:00:00,1500000.0,PO1,1997-01-16
2974,Rodrigo Abascal,2025-06-30 00:00:00,800000.0,PO1,1994-01-14
2975,Jesper Karlsson,2028-06-30 00:00:00,11000000.0,IT1,1998-07-25
2976,Moisés,2026-06-30 00:00:00,5000000.0,RU1,1995-03-11
2977,Riccardo Orsolini,2027-06-30 00:00:00,12000000.0,IT1,1997-01-24
2978,Mykola Shaparenko,2025-09-30 00:00:00,6000000.0,UKR1,1998-10-04
2979,Merveille Bokadi,2024-06-30 00:00:00,3000000.0,BE1,1996-05-21
2980,Fatih Kaya,,400000.0,BE1,1999-11-13
2981,Loïs Openda,2028-06-30 00:00:00,55000000.0,L1,2000-02-16
2982,Arthur Theate,2027-06-30 00:00:00,20000000.0,FR1,2000-05-25
2983,Nikola Cumic,2027-06-30 00:00:00,1800000.0,RU1,1998-11-20
2984,Federico Valverde,2029-06-30 00:00:00,100000000.0,ES1,1998-07-22
2985,Georgios Tzovaras,2024-06-30 00:00:00,200000.0,GR1,1999-11-03
2986,Yuriy Vakulko,2024-06-30 00:00:00,300000.0,UKR1,1997-11-10
2987,Dudu,2024-06-30 00:00:00,200000.0,L1,1999-02-10
2988,Maximiliano Caufriez,2026-06-30 00:00:00,3000000.0,FR1,1997-02-16
2989,Ferdi Kadıoğlu,2026-06-30 00:00:00,20000000.0,TR1,1999-10-07
2990,Dylan Vente,2027-05-31 00:00:00,1000000.0,SC1,1999-05-09
2991,Oli Shaw,2024-05-31 00:00:00,250000.0,SC1,1998-03-12
2992,Kieran Wright,2025-05-31 00:00:00,50000.0,SC1,2000-04-01
2993,Luuk Brouwers,2024-06-30 00:00:00,1300000.0,NL1,1998-05-03
2994,Mats Deijl,2027-06-30 00:00:00,900000.0,NL1,1997-07-15
2995,Sasa Kalajdzic,2024-06-30 00:00:00,11000000.0,L1,1997-07-07
2996,Joakim Maehle,2027-06-30 00:00:00,14000000.0,L1,1997-05-20
2997,Rasmus Kristensen,2024-06-30 00:00:00,10000000.0,IT1,1997-07-11
2998,Matheus Aiás,2024-06-30 00:00:00,400000.0,PO1,1996-12-30
2999,Driess Saddiki,2025-06-30 00:00:00,500000.0,TR1,1996-08-09
3000,Dmitriy Vorobyev,2025-06-30 00:00:00,1200000.0,RU1,1997-11-28
3001,Mykyta Kravchenko,2024-06-30 00:00:00,600000.0,UKR1,1997-06-14
3002,Andreas Hanche-Olsen,2026-06-30 00:00:00,7500000.0,L1,1997-01-17
3003,Michele Cerofolini,2026-06-30 00:00:00,500000.0,IT1,1999-01-04
3004,Julian Ryerson,2026-06-30 00:00:00,15000000.0,L1,1997-11-17
3005,Pablo Rosario,2026-06-30 00:00:00,7000000.0,FR1,1997-01-07
3006,Doğukan Sinik,2024-06-30 00:00:00,2800000.0,TR1,1999-01-21
3007,Timothy Weah,2028-06-30 00:00:00,14000000.0,IT1,2000-02-22
3008,Konstantinos Galanopoulos,2025-06-30 00:00:00,1500000.0,GR1,1997-12-28
3009,Dominik Kotarski,2028-06-30 00:00:00,4000000.0,GR1,2000-02-10
3010,Bartol Franjic,2024-06-30 00:00:00,2500000.0,L1,2000-01-14
3011,David Colina,2024-06-30 00:00:00,1000000.0,DK1,2000-07-19
3012,Josip Sutalo,2028-06-30 00:00:00,16000000.0,NL1,2000-02-28
3013,Stipe Radic,2027-06-30 00:00:00,800000.0,DK1,2000-06-10
3014,Arijanet Muric,2026-06-30 00:00:00,7000000.0,GB1,1998-11-07
